date,village_latitude,village_longitude,temperature,humidity,wind_speed,wind_direction,precipitation,cloud_cover
2006-07-17,-20.47693249196249,-60.326801658071005,28.4,31,6.7,54,0.0,0
2006-07-18,-20.47693249196249,-60.326801658071005,29.2,30,9.1,351,0.0,0
2006-07-19,-20.47693249196249,-60.326801658071005,28.2,33,4.7,9,0.0,0
2006-07-20,-20.47693249196249,-60.326801658071005,28.3,33,17.3,12,0.0,0
2006-07-20,-19.98754712024048,-58.191352118904476,29.6,31,10.8,26,0.0,0
2006-07-21,-20.47693249196249,-60.326801658071005,29.4,38,32.8,1,0.0,0
2006-07-21,-19.98754712024048,-58.191352118904476,30.7,31,19.2,13,0.0,0
2006-07-22,-20.47693249196249,-60.326801658071005,30.9,37,36.4,358,0.0,0
2006-07-22,-19.98754712024048,-58.191352118904476,31.1,30,19.5,5,0.0,0
2006-07-23,-20.47693249196249,-60.326801658071005,30.4,43,32.6,327,0.0,58
2006-07-24,-20.47693249196249,-60.326801658071005,28.9,59,11.4,349,0.0,24
2006-07-25,-20.47693249196249,-60.326801658071005,32.3,46,29.8,352,0.0,40
2006-07-26,-20.47693249196249,-60.326801658071005,31.9,48,39.7,348,0.0,81
2006-07-27,-20.47693249196249,-60.326801658071005,30.5,50,36.8,337,0.0,100
2006-07-28,-20.47693249196249,-60.326801658071005,24.6,73,16.9,214,0.0,100
2006-07-29,-20.47693249196249,-60.326801658071005,15.6,42,21.5,190,0.0,100
2006-07-30,-20.47693249196249,-60.326801658071005,15.4,44,19.7,171,0.0,88
2006-07-31,-20.47693249196249,-60.326801658071005,12.6,46,11.9,180,0.0,100
2006-08-01,-20.47693249196249,-60.326801658071005,15.4,43,9.9,170,0.0,50
2006-08-02,-20.47693249196249,-60.326801658071005,19.8,43,5.9,133,0.0,0
2006-08-03,-20.47693249196249,-60.326801658071005,25.7,45,7.9,90,0.0,0
2006-08-04,-20.47693249196249,-60.326801658071005,28.1,49,11.3,31,0.0,0
2006-08-05,-20.47693249196249,-60.326801658071005,31.9,40,20.3,354,0.0,0
2006-08-06,-20.47693249196249,-60.326801658071005,32.7,38,16.9,349,0.0,0
2006-08-07,-19.98754712024048,-58.191352118904476,34.2,27,22.9,13,0.0,0
2006-08-07,-20.47693249196249,-60.326801658071005,33.1,29,33.3,6,0.0,0
2006-08-08,-20.47693249196249,-60.326801658071005,32.7,33,24.9,355,0.0,12
2006-08-08,-19.98754712024048,-58.191352118904476,33.4,28,17.7,12,0.0,0
2006-08-09,-20.47693249196249,-60.326801658071005,32.5,40,33.0,354,0.0,20
2006-08-09,-19.98754712024048,-58.191352118904476,33.2,29,24.1,3,0.0,29
2006-08-10,-20.47693249196249,-60.326801658071005,29.6,56,18.9,320,0.0,31
2006-08-10,-19.98754712024048,-58.191352118904476,32.9,37,10.0,345,0.0,85
2006-08-11,-20.47693249196249,-60.326801658071005,33.6,39,34.1,7,0.0,27
2006-08-11,-19.98754712024048,-58.191352118904476,35.0,25,20.6,6,0.0,68
2006-08-12,-20.47693249196249,-60.326801658071005,34.6,35,33.4,353,0.0,0
2006-08-12,-19.98754712024048,-58.191352118904476,35.0,31,17.7,2,0.0,0
2006-08-13,-19.98754712024048,-58.191352118904476,35.4,29,14.4,357,0.0,0
2006-08-13,-20.47693249196249,-60.326801658071005,34.7,35,27.8,350,0.0,0
2006-08-14,-20.47693249196249,-60.326801658071005,34.3,38,33.7,350,0.0,94
2006-08-14,-19.98754712024048,-58.191352118904476,35.1,33,18.7,349,0.0,98
2006-08-15,-20.47693249196249,-60.326801658071005,31.6,50,27.2,321,0.0,32
2006-08-15,-19.98754712024048,-58.191352118904476,34.8,38,15.7,340,0.0,100
2006-08-16,-20.47693249196249,-60.326801658071005,16.6,74,23.0,200,0.1,100
2006-08-16,-19.98754712024048,-58.191352118904476,22.8,65,19.0,205,0.0,100
2006-08-17,-20.47693249196249,-60.326801658071005,17.1,59,12.6,193,1.1,93
2006-08-18,-20.47693249196249,-60.326801658071005,18.3,57,19.2,174,0.0,71
2006-08-18,-19.98754712024048,-58.191352118904476,20.5,58,15.5,185,0.0,54
2006-08-19,-20.47693249196249,-60.326801658071005,18.0,57,11.8,149,0.0,56
2006-08-19,-19.98754712024048,-58.191352118904476,22.9,47,8.7,175,0.0,0
2006-08-20,-20.47693249196249,-60.326801658071005,22.6,44,18.1,175,0.0,1
2006-08-21,-20.47693249196249,-60.326801658071005,20.9,45,17.6,149,0.0,0
2006-08-22,-20.47693249196249,-60.326801658071005,21.6,37,7.9,133,0.0,0
2006-08-23,-20.47693249196249,-60.326801658071005,25.0,28,5.7,108,0.0,0
2006-08-24,-20.47693249196249,-60.326801658071005,28.4,25,10.2,45,0.0,0
2006-08-25,-20.47693249196249,-60.326801658071005,33.3,27,27.8,3,0.0,0
2006-08-26,-20.47693249196249,-60.326801658071005,30.6,41,20.4,262,0.0,0
2006-08-27,-20.47693249196249,-60.326801658071005,23.6,51,12.2,124,0.3,62
2006-08-28,-20.47693249196249,-60.326801658071005,23.0,50,19.7,171,0.0,94
2006-08-29,-20.47693249196249,-60.326801658071005,19.9,25,13.4,160,0.0,90
2006-08-30,-20.47693249196249,-60.326801658071005,26.0,26,20.0,39,0.0,30
2006-08-31,-20.47693249196249,-60.326801658071005,30.6,43,26.6,330,0.0,50
2006-09-01,-20.47693249196249,-60.326801658071005,33.6,43,36.4,328,0.0,0
2006-09-02,-20.47693249196249,-60.326801658071005,21.2,30,26.0,185,0.0,100
2006-09-03,-20.47693249196249,-60.326801658071005,17.9,35,17.4,162,0.0,99
2006-09-04,-20.47693249196249,-60.326801658071005,19.7,29,23.4,155,0.0,0
2006-09-05,-20.47693249196249,-60.326801658071005,17.7,25,13.8,139,0.0,71
2006-09-06,-20.47693249196249,-60.326801658071005,21.5,26,10.1,73,0.0,0
2006-09-07,-20.47693249196249,-60.326801658071005,29.0,27,18.1,21,0.0,0
2006-09-08,-20.47693249196249,-60.326801658071005,32.9,35,28.1,357,0.0,87
2006-09-09,-20.47693249196249,-60.326801658071005,26.4,54,9.4,212,0.0,100
2006-09-10,-20.47693249196249,-60.326801658071005,29.3,49,18.4,348,0.0,18
2006-09-11,-20.47693249196249,-60.326801658071005,32.0,43,28.4,360,0.0,0
2006-09-12,-20.47693249196249,-60.326801658071005,34.5,38,24.9,350,0.0,3
2006-09-13,-20.47693249196249,-60.326801658071005,35.4,34,21.9,340,0.0,12
2006-09-14,-20.47693249196249,-60.326801658071005,36.1,32,28.8,344,0.0,1
2006-09-15,-20.47693249196249,-60.326801658071005,24.4,54,21.4,200,0.0,78
2006-09-16,-20.47693249196249,-60.326801658071005,24.6,37,11.5,166,0.0,30
2006-09-17,-20.47693249196249,-60.326801658071005,29.1,32,7.8,158,0.0,10
2006-09-18,-20.47693249196249,-60.326801658071005,31.1,29,7.1,120,0.0,1
2006-09-19,-20.47693249196249,-60.326801658071005,36.4,32,29.6,3,0.0,79
2006-09-20,-20.47693249196249,-60.326801658071005,30.4,30,31.3,189,0.0,14
2006-09-21,-20.47693249196249,-60.326801658071005,26.5,33,12.3,85,0.0,75
2006-09-22,-20.47693249196249,-60.326801658071005,30.8,49,32.0,352,0.0,100
2006-09-23,-20.47693249196249,-60.326801658071005,31.9,48,14.9,277,0.0,100
2006-09-24,-20.47693249196249,-60.326801658071005,25.5,32,16.6,162,0.0,100
2006-09-25,-20.47693249196249,-60.326801658071005,28.9,27,7.8,103,0.0,95
2006-09-26,-20.47693249196249,-60.326801658071005,35.0,33,23.9,12,0.0,54
2006-09-27,-20.47693249196249,-60.326801658071005,36.0,36,27.3,8,0.1,94
2006-09-28,-20.47693249196249,-60.326801658071005,26.8,76,13.8,221,1.1,100
2006-09-29,-20.47693249196249,-60.326801658071005,25.4,62,12.2,166,0.0,99
2006-09-30,-20.47693249196249,-60.326801658071005,29.1,51,10.2,10,0.0,80
2006-10-01,-20.47693249196249,-60.326801658071005,32.7,51,21.0,354,0.0,73
2006-10-02,-20.47693249196249,-60.326801658071005,34.3,46,19.3,14,0.0,8
2006-10-03,-20.47693249196249,-60.326801658071005,33.4,50,20.2,19,0.0,30
2006-10-04,-20.47693249196249,-60.326801658071005,33.0,51,29.3,5,0.0,11
2006-10-05,-20.47693249196249,-60.326801658071005,21.8,91,35.0,209,1.8,100
2006-10-06,-20.47693249196249,-60.326801658071005,24.5,61,10.0,60,0.0,85
2006-10-07,-20.47693249196249,-60.326801658071005,26.7,69,5.9,317,0.3,53
2006-10-08,-20.47693249196249,-60.326801658071005,28.3,58,10.5,149,0.0,20
2006-10-09,-20.47693249196249,-60.326801658071005,32.3,53,11.9,29,0.0,13
2006-10-10,-20.47693249196249,-60.326801658071005,34.5,46,20.7,8,0.0,70
2006-10-11,-20.47693249196249,-60.326801658071005,34.8,46,10.2,328,0.0,86
2006-10-12,-20.47693249196249,-60.326801658071005,28.0,71,7.2,6,0.2,100
2006-10-13,-20.47693249196249,-60.326801658071005,30.6,57,27.2,345,0.0,99
2006-10-14,-20.47693249196249,-60.326801658071005,31.4,53,30.3,358,0.0,99
2006-10-15,-20.47693249196249,-60.326801658071005,22.0,96,17.4,232,1.9,100
2006-10-16,-20.47693249196249,-60.326801658071005,21.8,73,21.0,187,0.0,100
2006-10-17,-20.47693249196249,-60.326801658071005,25.7,70,3.1,111,0.0,97
2006-10-18,-20.47693249196249,-60.326801658071005,28.1,71,7.4,203,0.0,88
2006-10-19,-20.47693249196249,-60.326801658071005,30.5,58,11.5,180,0.0,70
2006-10-20,-20.47693249196249,-60.326801658071005,29.3,56,13.4,166,0.0,100
2006-10-21,-20.47693249196249,-60.326801658071005,31.4,57,9.1,108,0.0,50
2006-10-22,-20.47693249196249,-60.326801658071005,32.9,55,17.6,35,0.0,69
2006-10-23,-20.47693249196249,-60.326801658071005,32.4,51,11.8,52,0.0,98
2006-10-24,-20.47693249196249,-60.326801658071005,30.4,67,18.1,21,0.0,94
2006-10-25,-20.47693249196249,-60.326801658071005,31.6,61,21.3,355,0.0,61
2006-10-26,-20.47693249196249,-60.326801658071005,33.1,58,11.0,341,0.0,100
2006-10-27,-20.47693249196249,-60.326801658071005,33.2,53,24.9,2,0.0,84
2006-10-28,-20.47693249196249,-60.326801658071005,34.1,49,21.8,347,0.0,96
2006-10-29,-20.47693249196249,-60.326801658071005,35.0,46,23.4,359,0.0,85
2006-10-30,-20.47693249196249,-60.326801658071005,33.3,54,12.5,316,0.0,100
2006-10-31,-20.47693249196249,-60.326801658071005,31.1,66,9.2,301,0.1,57
2006-11-01,-20.47693249196249,-60.326801658071005,22.7,94,18.9,198,2.8,100
2006-11-02,-20.47693249196249,-60.326801658071005,28.3,66,6.2,21,0.0,98
2006-11-03,-20.47693249196249,-60.326801658071005,30.6,62,19.7,336,0.3,56
2006-11-04,-20.47693249196249,-60.326801658071005,29.8,70,12.2,341,0.1,94
2006-11-05,-20.47693249196249,-60.326801658071005,32.2,58,27.8,356,0.0,85
2006-11-06,-20.47693249196249,-60.326801658071005,28.3,75,11.4,305,0.7,94
2006-11-07,-20.47693249196249,-60.326801658071005,25.0,59,18.7,178,0.0,100
2006-11-08,-20.47693249196249,-60.326801658071005,23.4,60,14.5,174,0.0,100
2006-11-09,-20.47693249196249,-60.326801658071005,25.1,59,13.0,178,0.0,85
2006-11-10,-20.47693249196249,-60.326801658071005,26.7,57,15.2,175,0.0,44
2006-11-11,-20.47693249196249,-60.326801658071005,26.4,44,11.6,173,0.0,0
2006-11-12,-20.47693249196249,-60.326801658071005,28.8,42,8.7,42,0.0,0
2006-11-13,-20.47693249196249,-60.326801658071005,30.9,38,18.6,44,0.0,0
2006-11-14,-20.47693249196249,-60.326801658071005,32.6,33,20.5,22,0.0,0
2006-11-15,-20.47693249196249,-60.326801658071005,33.8,34,27.0,360,0.0,97
2006-11-16,-20.47693249196249,-60.326801658071005,34.1,43,33.8,359,0.0,38
2006-11-17,-20.47693249196249,-60.326801658071005,34.8,45,29.8,348,0.0,47
2006-11-18,-20.47693249196249,-60.326801658071005,34.6,45,24.7,337,0.0,38
2006-11-19,-20.47693249196249,-60.326801658071005,22.5,66,24.5,202,0.0,100
2006-11-20,-20.47693249196249,-60.326801658071005,27.0,46,6.2,170,0.0,100
2006-11-21,-20.47693249196249,-60.326801658071005,32.1,47,16.4,9,0.0,12
2006-11-22,-20.47693249196249,-60.326801658071005,33.4,48,5.5,293,0.0,11
2006-11-23,-20.47693249196249,-60.326801658071005,33.8,51,6.8,342,0.0,98
2006-11-24,-20.47693249196249,-60.326801658071005,34.4,45,20.6,6,0.0,14
2006-11-25,-20.47693249196249,-60.326801658071005,35.6,41,18.4,354,0.0,10
2006-11-26,-20.47693249196249,-60.326801658071005,35.3,44,17.7,355,0.0,36
2006-11-27,-20.47693249196249,-60.326801658071005,36.0,42,18.5,7,0.0,100
2006-11-28,-20.47693249196249,-60.326801658071005,25.9,84,7.1,221,0.0,100
2006-11-29,-20.47693249196249,-60.326801658071005,29.2,66,6.0,155,0.0,78
2006-11-30,-20.47693249196249,-60.326801658071005,30.3,60,9.0,119,0.0,98
2006-12-01,-20.47693249196249,-60.326801658071005,31.8,64,14.3,39,0.0,75
2006-12-02,-20.47693249196249,-60.326801658071005,31.3,63,13.3,19,0.1,85
2006-12-03,-20.47693249196249,-60.326801658071005,28.7,75,4.6,309,0.0,100
2006-12-04,-20.47693249196249,-60.326801658071005,28.4,79,5.4,127,0.2,85
2006-12-05,-20.47693249196249,-60.326801658071005,29.2,73,3.2,333,0.2,97
2006-12-06,-20.47693249196249,-60.326801658071005,29.8,70,14.3,317,0.3,96
2006-12-07,-20.47693249196249,-60.326801658071005,29.4,70,16.4,345,0.2,99
2006-12-08,-20.47693249196249,-60.326801658071005,27.9,77,17.7,343,0.6,100
2006-12-09,-20.47693249196249,-60.326801658071005,27.8,77,4.3,204,0.0,100
2006-12-10,-20.47693249196249,-60.326801658071005,28.3,79,10.0,167,0.1,100
2006-12-11,-20.47693249196249,-60.326801658071005,30.8,70,6.1,130,0.0,18
2006-12-12,-20.47693249196249,-60.326801658071005,30.0,70,10.4,44,0.2,44
2006-12-13,-20.47693249196249,-60.326801658071005,30.1,73,6.1,28,0.1,94
2006-12-14,-20.47693249196249,-60.326801658071005,30.3,74,15.0,10,0.0,100
2006-12-15,-20.47693249196249,-60.326801658071005,29.6,74,4.1,322,0.2,100
2006-12-16,-20.47693249196249,-60.326801658071005,30.7,70,15.5,13,0.0,84
2006-12-17,-20.47693249196249,-60.326801658071005,31.5,58,26.4,349,0.0,95
2006-12-18,-20.47693249196249,-60.326801658071005,31.9,55,32.0,343,0.0,100
2006-12-19,-20.47693249196249,-60.326801658071005,31.6,56,31.6,348,0.0,99
2006-12-20,-20.47693249196249,-60.326801658071005,32.2,54,35.5,347,0.0,70
2006-12-21,-20.47693249196249,-60.326801658071005,25.0,80,11.1,295,0.0,100
2006-12-22,-20.47693249196249,-60.326801658071005,31.6,58,27.9,343,0.0,25
2006-12-23,-20.47693249196249,-60.326801658071005,32.3,54,31.3,352,0.0,95
2006-12-24,-20.47693249196249,-60.326801658071005,33.2,45,36.1,341,0.0,70
2006-12-25,-20.47693249196249,-60.326801658071005,33.9,43,37.4,335,0.0,99
2006-12-26,-20.47693249196249,-60.326801658071005,25.2,95,7.6,295,1.3,100
2006-12-27,-20.47693249196249,-60.326801658071005,31.6,65,14.5,353,0.0,10
2006-12-28,-20.47693249196249,-60.326801658071005,32.3,63,18.9,9,0.0,46
2006-12-29,-20.47693249196249,-60.326801658071005,28.2,74,15.5,5,0.0,100
2006-12-30,-20.47693249196249,-60.326801658071005,28.3,83,8.1,339,0.5,100
2006-12-31,-20.47693249196249,-60.326801658071005,28.6,84,1.5,14,0.4,85
2007-01-01,-20.47693249196249,-60.326801658071005,30.7,69,14.2,9,0.2,67
2007-01-02,-20.47693249196249,-60.326801658071005,30.0,63,27.3,351,0.0,68
2007-01-03,-20.47693249196249,-60.326801658071005,29.9,67,29.3,328,0.0,100
2007-01-04,-20.47693249196249,-60.326801658071005,30.1,75,11.5,266,0.1,89
2007-01-05,-20.47693249196249,-60.326801658071005,31.6,65,6.5,251,0.2,90
2007-01-06,-20.47693249196249,-60.326801658071005,30.4,70,7.3,189,0.0,100
2007-01-07,-20.47693249196249,-60.326801658071005,30.2,79,0.5,135,0.0,100
2007-01-08,-20.47693249196249,-60.326801658071005,30.3,70,2.2,9,0.1,87
2007-01-09,-20.47693249196249,-60.326801658071005,26.7,88,16.6,359,0.5,99
2007-01-10,-20.47693249196249,-60.326801658071005,31.5,57,25.3,349,0.0,84
2007-01-11,-20.47693249196249,-60.326801658071005,32.7,54,27.5,338,0.0,100
2007-01-12,-20.47693249196249,-60.326801658071005,27.8,77,10.8,272,0.0,98
2007-01-13,-20.47693249196249,-60.326801658071005,28.9,76,11.6,206,0.0,94
2007-01-14,-20.47693249196249,-60.326801658071005,31.3,65,11.6,175,0.0,100
2007-01-15,-20.47693249196249,-60.326801658071005,32.0,51,8.7,95,0.0,100
2007-01-16,-20.47693249196249,-60.326801658071005,30.3,71,0.7,270,0.0,100
2007-01-17,-20.47693249196249,-60.326801658071005,27.5,77,18.1,305,0.1,64
2007-01-18,-20.47693249196249,-60.326801658071005,30.9,61,25.6,325,0.0,98
2007-01-19,-20.47693249196249,-60.326801658071005,32.2,54,33.8,332,0.0,88
2007-01-20,-20.47693249196249,-60.326801658071005,32.8,57,3.2,63,0.0,100
2007-01-21,-20.47693249196249,-60.326801658071005,29.9,73,8.7,17,0.3,97
2007-01-22,-20.47693249196249,-60.326801658071005,31.2,72,14.5,7,0.1,97
2007-01-23,-20.47693249196249,-60.326801658071005,32.4,57,28.1,350,0.0,36
2007-01-24,-20.47693249196249,-60.326801658071005,31.1,64,25.1,353,0.0,94
2007-01-25,-20.47693249196249,-60.326801658071005,29.4,71,17.4,322,0.2,88
2007-01-26,-20.47693249196249,-60.326801658071005,30.2,71,16.6,330,0.0,99
2007-01-27,-20.47693249196249,-60.326801658071005,29.8,67,25.7,345,0.2,97
2007-01-28,-20.47693249196249,-60.326801658071005,27.6,78,18.7,341,0.0,100
2007-01-29,-20.47693249196249,-60.326801658071005,28.2,71,9.2,339,0.2,91
2007-01-30,-20.47693249196249,-60.326801658071005,26.9,83,14.2,344,0.5,99
2007-01-31,-20.47693249196249,-60.326801658071005,28.3,78,3.3,311,0.2,100
2007-02-01,-20.47693249196249,-60.326801658071005,30.2,67,8.9,111,0.2,35
2007-02-02,-20.47693249196249,-60.326801658071005,29.5,77,6.2,173,0.1,55
2007-02-03,-20.47693249196249,-60.326801658071005,30.9,73,10.9,27,0.0,14
2007-02-04,-20.47693249196249,-60.326801658071005,31.8,60,17.8,353,0.0,80
2007-02-05,-20.47693249196249,-60.326801658071005,28.3,77,12.3,322,0.2,92
2007-02-06,-20.47693249196249,-60.326801658071005,30.4,65,21.1,343,0.2,93
2007-02-07,-20.47693249196249,-60.326801658071005,28.1,85,12.0,319,0.3,98
2007-02-08,-20.47693249196249,-60.326801658071005,29.6,82,8.7,142,0.0,92
2007-02-09,-20.47693249196249,-60.326801658071005,30.3,76,9.7,39,0.0,92
2007-02-10,-20.47693249196249,-60.326801658071005,25.9,89,7.0,291,0.3,99
2007-02-11,-20.47693249196249,-60.326801658071005,23.9,99,11.4,208,2.4,100
2007-02-12,-20.47693249196249,-60.326801658071005,30.0,72,3.9,146,0.0,60
2007-02-13,-20.47693249196249,-60.326801658071005,29.0,79,6.3,24,0.1,97
2007-02-14,-20.47693249196249,-60.326801658071005,30.0,77,9.7,4,0.2,31
2007-02-15,-20.47693249196249,-60.326801658071005,29.7,76,10.9,6,0.0,82
2007-02-16,-20.47693249196249,-60.326801658071005,28.3,71,29.7,349,0.3,93
2007-02-17,-20.47693249196249,-60.326801658071005,28.8,66,27.9,330,0.0,87
2007-02-18,-20.47693249196249,-60.326801658071005,21.2,73,15.7,200,0.0,100
2007-02-19,-20.47693249196249,-60.326801658071005,24.3,62,13.3,193,0.0,71
2007-02-20,-20.47693249196249,-60.326801658071005,26.8,57,12.8,196,0.0,54
2007-02-21,-20.47693249196249,-60.326801658071005,24.9,82,7.9,204,0.2,94
2007-02-22,-20.47693249196249,-60.326801658071005,29.5,67,5.8,22,0.0,16
2007-02-23,-20.47693249196249,-60.326801658071005,29.8,69,15.8,360,0.1,16
2007-02-24,-20.47693249196249,-60.326801658071005,30.6,65,16.6,4,0.0,69
2007-02-25,-20.47693249196249,-60.326801658071005,32.0,61,18.7,358,0.0,1
2007-02-26,-20.47693249196249,-60.326801658071005,31.8,59,18.1,7,0.0,0
2007-02-27,-20.47693249196249,-60.326801658071005,32.1,58,26.0,354,0.0,21
2007-02-28,-20.47693249196249,-60.326801658071005,31.9,55,26.1,353,0.0,100
2007-03-01,-20.47693249196249,-60.326801658071005,32.6,52,30.7,357,0.0,29
2007-03-02,-20.47693249196249,-60.326801658071005,32.0,57,23.9,348,0.0,100
2007-03-03,-20.47693249196249,-60.326801658071005,24.7,77,6.8,238,0.0,100
2007-03-04,-20.47693249196249,-60.326801658071005,29.3,74,8.8,55,0.0,9
2007-03-05,-20.47693249196249,-60.326801658071005,31.7,57,13.1,8,0.0,21
2007-03-06,-20.47693249196249,-60.326801658071005,32.2,57,14.8,13,0.0,12
2007-03-07,-20.47693249196249,-60.326801658071005,33.0,53,17.4,6,0.0,28
2007-03-08,-20.47693249196249,-60.326801658071005,32.8,49,25.6,4,0.0,2
2007-03-09,-20.47693249196249,-60.326801658071005,33.0,48,31.4,350,0.0,84
2007-03-10,-20.47693249196249,-60.326801658071005,32.7,52,20.1,331,0.0,91
2007-03-11,-20.47693249196249,-60.326801658071005,23.6,80,7.6,245,0.0,100
2007-03-12,-20.47693249196249,-60.326801658071005,30.1,64,12.4,8,0.0,79
2007-03-13,-20.47693249196249,-60.326801658071005,30.7,69,12.6,360,0.3,41
2007-03-14,-20.47693249196249,-60.326801658071005,31.1,62,18.7,360,0.0,64
2007-03-15,-20.47693249196249,-60.326801658071005,31.5,61,6.1,332,0.0,100
2007-03-16,-20.47693249196249,-60.326801658071005,28.0,83,6.3,24,0.2,74
2007-03-17,-20.47693249196249,-60.326801658071005,27.1,84,8.8,171,0.3,100
2007-03-18,-20.47693249196249,-60.326801658071005,25.9,60,13.7,185,0.0,29
2007-03-19,-20.47693249196249,-60.326801658071005,26.6,54,13.9,190,0.0,12
2007-03-20,-20.47693249196249,-60.326801658071005,27.5,53,3.5,336,0.0,4
2007-03-21,-20.47693249196249,-60.326801658071005,28.6,51,12.9,23,0.0,13
2007-03-22,-20.47693249196249,-60.326801658071005,29.7,57,15.1,18,0.0,0
2007-03-23,-20.47693249196249,-60.326801658071005,30.2,65,13.3,3,0.0,36
2007-03-24,-20.47693249196249,-60.326801658071005,25.7,89,8.6,2,0.3,25
2007-03-25,-20.47693249196249,-60.326801658071005,32.4,55,17.5,9,0.0,6
2007-03-26,-20.47693249196249,-60.326801658071005,32.2,55,23.3,9,0.0,7
2007-03-27,-20.47693249196249,-60.326801658071005,32.6,51,27.0,2,0.0,39
2007-03-28,-20.47693249196249,-60.326801658071005,33.2,52,24.2,4,0.0,12
2007-03-29,-20.47693249196249,-60.326801658071005,33.5,49,19.8,2,0.0,19
2007-03-30,-20.47693249196249,-60.326801658071005,33.7,47,26.7,4,0.0,56
2007-03-31,-20.47693249196249,-60.326801658071005,29.2,66,15.8,235,0.0,98
2007-04-01,-20.47693249196249,-60.326801658071005,27.1,60,3.1,234,0.0,98
2007-04-02,-20.47693249196249,-60.326801658071005,31.7,54,16.8,15,0.0,41
2007-04-03,-20.47693249196249,-60.326801658071005,33.0,54,11.0,341,0.0,35
2007-04-04,-20.47693249196249,-60.326801658071005,30.0,65,10.2,238,0.0,100
2007-04-05,-20.47693249196249,-60.326801658071005,26.5,80,3.8,221,0.1,100
2007-04-06,-20.47693249196249,-60.326801658071005,27.3,79,3.2,27,0.0,68
2007-04-07,-20.47693249196249,-60.326801658071005,24.5,89,10.2,141,1.0,96
2007-04-08,-20.47693249196249,-60.326801658071005,27.1,70,14.2,189,0.0,56
2007-04-09,-20.47693249196249,-60.326801658071005,25.6,62,10.0,154,0.0,11
2007-04-10,-20.47693249196249,-60.326801658071005,28.9,57,19.2,28,0.0,4
2007-04-11,-20.47693249196249,-60.326801658071005,29.9,64,23.4,360,0.0,34
2007-04-12,-20.47693249196249,-60.326801658071005,30.1,65,17.1,321,0.1,100
2007-04-13,-20.47693249196249,-60.326801658071005,24.6,83,4.9,306,0.0,100
2007-04-14,-20.47693249196249,-60.326801658071005,30.7,62,28.5,4,0.0,91
2007-04-15,-20.47693249196249,-60.326801658071005,31.1,65,16.7,354,0.0,8
2007-04-16,-20.47693249196249,-60.326801658071005,31.7,61,14.5,19,0.0,15
2007-04-17,-20.47693249196249,-60.326801658071005,32.4,51,18.1,5,0.0,14
2007-04-18,-20.47693249196249,-60.326801658071005,32.6,47,15.6,19,0.0,6
2007-04-19,-20.47693249196249,-60.326801658071005,32.4,46,14.8,34,0.0,0
2007-04-20,-20.47693249196249,-60.326801658071005,32.3,45,10.5,8,0.0,12
2007-04-21,-20.47693249196249,-60.326801658071005,31.4,54,9.8,17,0.0,0
2007-04-22,-20.47693249196249,-60.326801658071005,30.9,56,12.2,14,0.0,14
2007-04-23,-20.47693249196249,-60.326801658071005,31.4,53,23.4,4,0.0,21
2007-04-24,-20.47693249196249,-60.326801658071005,32.5,48,27.4,346,0.0,85
2007-04-25,-20.47693249196249,-60.326801658071005,30.9,55,23.8,333,0.0,52
2007-04-26,-20.47693249196249,-60.326801658071005,19.6,90,22.1,206,0.4,100
2007-04-27,-20.47693249196249,-60.326801658071005,20.1,51,19.9,175,0.0,93
2007-04-28,-20.47693249196249,-60.326801658071005,20.7,53,7.9,164,0.0,98
2007-04-29,-20.47693249196249,-60.326801658071005,24.7,56,4.6,162,0.0,3
2007-04-30,-20.47693249196249,-60.326801658071005,29.9,52,19.4,18,0.0,0
2007-05-01,-20.47693249196249,-60.326801658071005,31.4,52,29.9,3,0.0,94
2007-05-02,-20.47693249196249,-60.326801658071005,32.0,52,20.5,358,0.0,90
2007-05-03,-20.47693249196249,-60.326801658071005,32.8,51,13.6,349,0.0,36
2007-05-04,-20.47693249196249,-60.326801658071005,33.4,33,19.7,31,0.0,1
2007-05-05,-20.47693249196249,-60.326801658071005,32.3,31,20.5,24,0.0,10
2007-05-06,-20.47693249196249,-60.326801658071005,32.5,46,27.4,1,0.0,27
2007-05-07,-20.47693249196249,-60.326801658071005,21.3,86,20.7,230,0.0,100
2007-05-08,-20.47693249196249,-60.326801658071005,14.4,48,24.2,191,0.0,100
2007-05-09,-20.47693249196249,-60.326801658071005,14.4,44,18.7,182,0.0,100
2007-05-10,-20.47693249196249,-60.326801658071005,17.4,44,7.1,135,0.0,97
2007-05-11,-20.47693249196249,-60.326801658071005,21.9,40,2.9,83,0.0,0
2007-05-12,-20.47693249196249,-60.326801658071005,23.9,56,10.3,192,0.0,38
2007-05-13,-20.47693249196249,-60.326801658071005,27.6,51,6.4,43,0.0,2
2007-05-14,-20.47693249196249,-60.326801658071005,26.4,59,8.9,117,0.0,20
2007-05-15,-20.47693249196249,-60.326801658071005,30.9,50,23.9,6,0.0,18
2007-05-16,-20.47693249196249,-60.326801658071005,30.5,52,27.1,331,0.0,64
2007-05-17,-20.47693249196249,-60.326801658071005,19.1,72,12.4,210,0.0,100
2007-05-18,-20.47693249196249,-60.326801658071005,19.5,69,7.4,209,0.0,100
2007-05-19,-20.47693249196249,-60.326801658071005,18.9,62,7.6,175,0.0,83
2007-05-20,-20.47693249196249,-60.326801658071005,22.9,63,10.9,46,0.0,69
2007-05-21,-20.47693249196249,-60.326801658071005,29.0,57,26.0,341,0.0,19
